parent	child	length
04030 G protein-coupled receptors	K04285	1.0
04030 G protein-coupled receptors	K04286	1.0
04030 G protein-coupled receptors	K04287	1.0
04030 G protein-coupled receptors	K04296	1.0
04030 G protein-coupled receptors	K04303	1.0
09152 Endocrine system	04926 Relaxin signaling pathway	1.0
04926 Relaxin signaling pathway	K21998	1.0
04926 Relaxin signaling pathway	K22000	1.0
04926 Relaxin signaling pathway	K21999	1.0
04926 Relaxin signaling pathway	K22001	1.0
04030 G protein-coupled receptors	K04306	1.0
04030 G protein-coupled receptors	K04307	1.0
04030 G protein-coupled receptors	K08397	1.0
04030 G protein-coupled receptors	K08398	1.0
04270 Vascular smooth muscle contraction	K12332	1.0
04270 Vascular smooth muscle contraction	K12333	1.0
04270 Vascular smooth muscle contraction	K25343	1.0
04950 Maturity onset diabetes of the young	K08039	1.0
04030 G protein-coupled receptors	K04576	1.0
04030 G protein-coupled receptors	K04577	1.0
04080 Neuroactive ligand-receptor interaction	K23142	1.0
04080 Neuroactive ligand-receptor interaction	K05257	1.0
04030 G protein-coupled receptors	K04583	1.0
04030 G protein-coupled receptors	K04582	1.0
04935 Growth hormone synthesis, secretion and action	K05260	1.0
04030 G protein-coupled receptors	K04584	1.0
05323 Rheumatoid arthritis	K05261	1.0
04080 Neuroactive ligand-receptor interaction	K23143	1.0
04030 G protein-coupled receptors	K04585	1.0
04030 G protein-coupled receptors	K04586	1.0
04976 Bile secretion	K05263	1.0
04030 G protein-coupled receptors	K04588	1.0
04030 G protein-coupled receptors	K04589	1.0
04030 G protein-coupled receptors	K04617	1.0
04040 Ion channels	K05175	1.0
04040 Ion channels	K05181	1.0
04040 Ion channels	K05184	1.0
04040 Ion channels	K05185	1.0
04040 Ion channels	K05186	1.0
04040 Ion channels	K05189	1.0
04040 Ion channels	K05190	1.0
04040 Ion channels	K05192	1.0
04080 Neuroactive ligand-receptor interaction	K23681	1.0
04080 Neuroactive ligand-receptor interaction	K23682	1.0
04080 Neuroactive ligand-receptor interaction	K25367	1.0
04080 Neuroactive ligand-receptor interaction	K25368	1.0
04080 Neuroactive ligand-receptor interaction	K25369	1.0
04080 Neuroactive ligand-receptor interaction	K25370	1.0
04040 Ion channels	K04803	1.0
04040 Ion channels	K04804	1.0
04040 Ion channels	K04805	1.0
04040 Ion channels	K04806	1.0
04040 Ion channels	K04807	1.0
04040 Ion channels	K04808	1.0
04040 Ion channels	K04810	1.0
04040 Ion channels	K04811	1.0
04040 Ion channels	K04812	1.0
04040 Ion channels	K04813	1.0
04040 Ion channels	K04814	1.0
04040 Ion channels	K04815	1.0
04040 Ion channels	K04816	1.0
04040 Ion channels	K04817	1.0
04040 Ion channels	K04818	1.0
04040 Ion channels	K05201	1.0
04040 Ion channels	K05202	1.0
04040 Ion channels	K05203	1.0
04040 Ion channels	K05204	1.0
04040 Ion channels	K05205	1.0
04040 Ion channels	K05206	1.0
04040 Ion channels	K05207	1.0
04040 Ion channels	K05193	1.0
04040 Ion channels	K05194	1.0
04040 Ion channels	K05195	1.0
04040 Ion channels	K05196	1.0
04040 Ion channels	K05222	1.0
02000 Transporters	K05770	1.0
03310 Nuclear receptors	K05771	1.0
03310 Nuclear receptors	K05547	1.0
03310 Nuclear receptors	K08362	1.0
04052 Cytokines and growth factors	K05514	1.0
04052 Cytokines and growth factors	K13072	1.0
00536 Glycosaminoglycan binding proteins	K05408	1.0
04052 Cytokines and growth factors	K21083	1.0
04052 Cytokines and growth factors	K21095	1.0
04052 Cytokines and growth factors	K16596	1.0
04052 Cytokines and growth factors	K22671	1.0
04052 Cytokines and growth factors	K21092	1.0
04052 Cytokines and growth factors	K21093	1.0
04052 Cytokines and growth factors	K05511	1.0
04052 Cytokines and growth factors	K05510	1.0
04052 Cytokines and growth factors	K05509	1.0
04052 Cytokines and growth factors	K16597	1.0
04052 Cytokines and growth factors	K21097	1.0
04052 Cytokines and growth factors	K21096	1.0
04052 Cytokines and growth factors	K16598	1.0
04052 Cytokines and growth factors	K05513	1.0
04052 Cytokines and growth factors	K21094	1.0
04052 Cytokines and growth factors	K10029	1.0
00536 Glycosaminoglycan binding proteins	K05407	1.0
04052 Cytokines and growth factors	K05416	1.0
04052 Cytokines and growth factors	K12672	1.0
04052 Cytokines and growth factors	K10032	1.0
04052 Cytokines and growth factors	K10035	1.0
04052 Cytokines and growth factors	K10033	1.0
04052 Cytokines and growth factors	K10034	1.0
04052 Cytokines and growth factors	K22627	1.0
04052 Cytokines and growth factors	K05507	1.0
04052 Cytokines and growth factors	K22675	1.0
04052 Cytokines and growth factors	K22629	1.0
04052 Cytokines and growth factors	K24476	1.0
04052 Cytokines and growth factors	K22631	1.0
04052 Cytokines and growth factors	K05421	1.0
04052 Cytokines and growth factors	K05446	1.0
04052 Cytokines and growth factors	K05481	1.0
04052 Cytokines and growth factors	K05483	1.0
04052 Cytokines and growth factors	K05484	1.0
04052 Cytokines and growth factors	K05486	1.0
04052 Cytokines and growth factors	K05487	1.0
04052 Cytokines and growth factors	K05488	1.0
04052 Cytokines and growth factors	K05485	1.0
04052 Cytokines and growth factors	K05482	1.0
04052 Cytokines and growth factors	K12967	1.0
04052 Cytokines and growth factors	K05489	1.0
04052 Cytokines and growth factors	K05494	1.0
04052 Cytokines and growth factors	K05490	1.0
04052 Cytokines and growth factors	K05491	1.0
04052 Cytokines and growth factors	K05493	1.0
04052 Cytokines and growth factors	K22628	1.0
04052 Cytokines and growth factors	K22632	1.0
04052 Cytokines and growth factors	K22633	1.0
04052 Cytokines and growth factors	K05478	1.0
04052 Cytokines and growth factors	K05474	1.0
04090 CD molecules	K05470	1.0
04090 CD molecules	K05471	1.0
04052 Cytokines and growth factors	K05472	1.0
04090 CD molecules	K05469	1.0
04052 Cytokines and growth factors	K05479	1.0
04090 CD molecules	K05475	1.0
04052 Cytokines and growth factors	K05504	1.0
04052 Cytokines and growth factors	K05503	1.0
04052 Cytokines and growth factors	K22670	1.0
04052 Cytokines and growth factors	K05500	1.0
04052 Cytokines and growth factors	K05496	1.0
04052 Cytokines and growth factors	K22674	1.0
04052 Cytokines and growth factors	K22679	1.0
04052 Cytokines and growth factors	K05497	1.0
04052 Cytokines and growth factors	K05495	1.0
04052 Cytokines and growth factors	K22672	1.0
04052 Cytokines and growth factors	K22673	1.0
04052 Cytokines and growth factors	K05498	1.0
04090 CD molecules	K04183	1.0
04090 CD molecules	K04184	1.0
04050 Cytokine receptors	K04186	1.0
04090 CD molecules	K04182	1.0
04090 CD molecules	K04179	1.0
04090 CD molecules	K04178	1.0
04090 CD molecules	K04177	1.0
04090 CD molecules	K04176	1.0
04050 Cytokine receptors	K04185	1.0
04090 CD molecules	K04181	1.0
04090 CD molecules	K04188	1.0
04090 CD molecules	K04190	1.0
04050 Cytokine receptors	K04304	1.0
04090 CD molecules	K04191	1.0
04050 Cytokine receptors	K04193	1.0
04050 Cytokine receptors	K04192	1.0
04050 Cytokine receptors	K22630	1.0
04090 CD molecules	K04387	1.0
04050 Cytokine receptors	K05172	1.0
04090 CD molecules	K05174	1.0
04050 Cytokine receptors	K05171	1.0
04090 CD molecules	K05164	1.0
04050 Cytokine receptors	K05166	1.0
04050 Cytokine receptors	K05165	1.0
04050 Cytokine receptors	K05168	1.0
04090 CD molecules	K05152	1.0
04050 Cytokine receptors	K05143	1.0
04050 Cytokine receptors	K05160	1.0
04090 CD molecules	K04722	1.0
04090 CD molecules	K22701	1.0
04090 CD molecules	K22702	1.0
04090 CD molecules	K05157	1.0
04050 Cytokine receptors	K05148	1.0
04090 CD molecules	K05149	1.0
04090 CD molecules	K05144	1.0
04090 CD molecules	K05145	1.0
04090 CD molecules	K05146	1.0
04090 CD molecules	K05142	1.0
04090 CD molecules	K05154	1.0
04090 CD molecules	K05153	1.0
04090 CD molecules	K05150	1.0
04050 Cytokine receptors	K05155	1.0
04050 Cytokine receptors	K05156	1.0
01001 Protein kinases	K13594	1.0
03200 Viral proteins	K23381	1.0
03200 Viral proteins	K22784	1.0
03200 Viral proteins	K23382	1.0
03200 Viral proteins	K21538	1.0
03200 Viral proteins	K23391	1.0
03200 Viral proteins	K22973	1.0
03200 Viral proteins	K21657	1.0
03200 Viral proteins	K22624	1.0
03200 Viral proteins	K23392	1.0
03200 Viral proteins	K21040	1.0
03200 Viral proteins	K21658	1.0
03200 Viral proteins	K21659	1.0
03200 Viral proteins	K21046	1.0
03200 Viral proteins	K21533	1.0
03200 Viral proteins	K21670	1.0
03200 Viral proteins	K23426	1.0
03200 Viral proteins	K21807	1.0
03200 Viral proteins	K23428	1.0
03210 Viral fusion proteins	K19264	1.0
03200 Viral proteins	K21049	1.0
03200 Viral proteins	K22781	1.0
03200 Viral proteins	K23431	1.0
03200 Viral proteins	K23433	1.0
03200 Viral proteins	K23432	1.0
03200 Viral proteins	K23434	1.0
03200 Viral proteins	K21667	1.0
03200 Viral proteins	K23427	1.0
09133 Signaling molecules and interaction	04512 ECM-receptor interaction	1.0
04512 ECM-receptor interaction	K06824	1.0
04512 ECM-receptor interaction	K23379	1.0
04512 ECM-receptor interaction	K23380	1.0
04512 ECM-receptor interaction	K23573	1.0
04512 ECM-receptor interaction	K23328	1.0
00535 Proteoglycans	K06254	1.0
00535 Proteoglycans	K06255	1.0
00536 Glycosaminoglycan binding proteins	K06256	1.0
00535 Proteoglycans	K06257	1.0
00535 Proteoglycans	K16338	1.0
02000 Transporters	K06258	1.0
04090 CD molecules	K06260	1.0
04090 CD molecules	K06261	1.0
04090 CD molecules	K06262	1.0
04090 CD molecules	K06263	1.0
04611 Platelet activation	K06264	1.0
05416 Viral myocarditis	K06265	1.0
04090 CD molecules	K06266	1.0
00536 Glycosaminoglycan binding proteins	K06267	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06492	1.0
04090 CD molecules	K06449	1.0
09133 Signaling molecules and interaction	04514 Cell adhesion molecules	1.0
04514 Cell adhesion molecules	K23268	1.0
04515 Cell adhesion molecules	K06791	1.0
04090 CD molecules	K05412	1.0
04090 CD molecules	K06745	1.0
04090 CD molecules	K06470	1.0
04090 CD molecules	K05413	1.0
04090 CD molecules	K06538	1.0
04090 CD molecules	K06710	1.0
04090 CD molecules	K06713	1.0
04147 Exosome	K06752	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06751	1.0
04090 CD molecules	K06458	1.0
04090 CD molecules	K06459	1.0
04090 CD molecules	K06708	1.0
04090 CD molecules	K06746	1.0
04514 Cell adhesion molecules	K06747	1.0
04090 CD molecules	K06744	1.0
04090 CD molecules	K06547	1.0
04090 CD molecules	K06456	1.0
04090 CD molecules	K06539	1.0
04090 CD molecules	K06567	1.0
04090 CD molecules	K06531	1.0
04514 Cell adhesion molecules	K16350	1.0
04091 Lectins	K06523	1.0
04091 Lectins	K06486	1.0
04091 Lectins	K06467	1.0
04090 CD molecules	K06478	1.0
04091 Lectins	K06548	1.0
04090 CD molecules	K06477	1.0
04090 CD molecules	K06592	1.0
04147 Exosome	K06087	1.0
01009 Protein phosphatases and associated proteins	K06088	1.0
04090 CD molecules	K06089	1.0
04090 CD molecules	K06735	1.0
05120 Epithelial cell signaling in Helicobacter pylori infection	K06785	1.0
04670 Leukocyte transendothelial migration	K06787	1.0
04090 CD molecules	K06533	1.0
04091 Lectins	K06471	1.0
04090 CD molecules	K06520	1.0
04090 CD molecules	K06544	1.0
04091 Lectins	K06496	1.0
09151 Immune system	04672 Intestinal immune network for IgA production	1.0
04672 Intestinal immune network for IgA production	K06779	1.0
04091 Lectins	K06495	1.0
04514 Cell adhesion molecules	K06815	1.0
04090 CD molecules	K06474	1.0
04514 Cell adhesion molecules	K06816	1.0
04090 CD molecules	K06081	1.0
04090 CD molecules	K06736	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06491	1.0
04091 Lectins	K06550	1.0
04515 Cell adhesion molecules	K06781	1.0
04515 Cell adhesion molecules	K06775	1.0
04360 Axon guidance	K07522	1.0
04360 Axon guidance	K07523	1.0
04360 Axon guidance	K16359	1.0
04360 Axon guidance	K16351	1.0
01009 Protein phosphatases and associated proteins	K05695	1.0
04514 Cell adhesion molecules	K16360	1.0
00535 Proteoglycans	K16336	1.0
00535 Proteoglycans	K16337	1.0
04131 Membrane trafficking	K07377	1.0
04131 Membrane trafficking	K07378	1.0
01009 Protein phosphatases and associated proteins	K06778	1.0
04514 Cell adhesion molecules	K25832	1.0
04514 Cell adhesion molecules	K25833	1.0
04514 Cell adhesion molecules	K25835	1.0
04514 Cell adhesion molecules	K25836	1.0
04514 Cell adhesion molecules	K25837	1.0
01009 Protein phosphatases and associated proteins	K06777	1.0
04514 Cell adhesion molecules	K25834	1.0
04515 Cell adhesion molecules	K06780	1.0
04514 Cell adhesion molecules	K06756	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06759	1.0
01009 Protein phosphatases and associated proteins	K05693	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06760	1.0
04514 Cell adhesion molecules	K06757	1.0
04990 Domain-containing proteins not elsewhere classified	K07379	1.0
04990 Domain-containing proteins not elsewhere classified	K07380	1.0
04515 Cell adhesion molecules	K06770	1.0
04091 Lectins	K06771	1.0
04091 Lectins	K06793	1.0
04515 Cell adhesion molecules	K06796	1.0
04515 Cell adhesion molecules	K06797	1.0
04515 Cell adhesion molecules	K06809	1.0
04147 Exosome	K04644	1.0
04131 Membrane trafficking	K04645	1.0
04147 Exosome	K04646	1.0
04147 Exosome	K11824	1.0
04131 Membrane trafficking	K11825	1.0
04131 Membrane trafficking	K11826	1.0
04131 Membrane trafficking	K11827	1.0
04131 Membrane trafficking	K12469	1.0
04131 Membrane trafficking	K12470	1.0
04131 Membrane trafficking	K11247	1.0
03029 Mitochondrial biogenesis	K11248	1.0
04131 Membrane trafficking	K21269	1.0
04131 Membrane trafficking	K12562	1.0
04131 Membrane trafficking	K12471	1.0
04131 Membrane trafficking	K12472	1.0
04144 Endocytosis	K19366	1.0
03029 Mitochondrial biogenesis	K11981	1.0
04131 Membrane trafficking	K12473	1.0
04131 Membrane trafficking	K12474	1.0
04131 Membrane trafficking	K12475	1.0
01001 Protein kinases	K00909	1.0
04812 Cytoskeleton proteins	K23612	1.0
04147 Exosome	K17260	1.0
04147 Exosome	K18584	1.0
04812 Cytoskeleton proteins	K05757	1.0
04812 Cytoskeleton proteins	K05758	1.0
04812 Cytoskeleton proteins	K05756	1.0
04812 Cytoskeleton proteins	K05755	1.0
04812 Cytoskeleton proteins	K05754	1.0
04131 Membrane trafficking	K19475	1.0
04131 Membrane trafficking	K09526	1.0
04131 Membrane trafficking	K18465	1.0
04131 Membrane trafficking	K18464	1.0
04131 Membrane trafficking	K18462	1.0
04131 Membrane trafficking	K18461	1.0
04131 Membrane trafficking	K18463	1.0
04147 Exosome	K10364	1.0
04147 Exosome	K10365	1.0
04131 Membrane trafficking	K18467	1.0
04131 Membrane trafficking	K18466	1.0
04131 Membrane trafficking	K18468	1.0
04990 Domain-containing proteins not elsewhere classified	K17918	1.0
04121 Ubiquitin system	K11839	1.0
04121 Ubiquitin system	K11866	1.0
04031 GTP-binding proteins	K07897	1.0
04131 Membrane trafficking	K12186	1.0
04131 Membrane trafficking	K12187	1.0
04147 Exosome	K12184	1.0
04147 Exosome	K12185	1.0
04147 Exosome	K12188	1.0
04147 Exosome	K12190	1.0
04147 Exosome	K12189	1.0
04147 Exosome	K24782	1.0
04147 Exosome	K12193	1.0
04147 Exosome	K12191	1.0
04147 Exosome	K12192	1.0
04147 Exosome	K15053	1.0
04131 Membrane trafficking	K12199	1.0
04147 Exosome	K12197	1.0
04131 Membrane trafficking	K12198	1.0
04144 Endocytosis	K19476	1.0
04144 Endocytosis	K19367	1.0
04091 Lectins	K06564	1.0
04990 Domain-containing proteins not elsewhere classified	K17917	1.0
04990 Domain-containing proteins not elsewhere classified	K17920	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K13649	1.0
04131 Membrane trafficking	K06278	1.0
04131 Membrane trafficking	K12958	1.0
04131 Membrane trafficking	K12959	1.0
04131 Membrane trafficking	K12476	1.0
04147 Exosome	K12477	1.0
04131 Membrane trafficking	K12478	1.0
04131 Membrane trafficking	K12480	1.0
04131 Membrane trafficking	K12481	1.0
04031 GTP-binding proteins	K07879	1.0
04131 Membrane trafficking	K12482	1.0
04147 Exosome	K12483	1.0
04131 Membrane trafficking	K12479	1.0
04990 Domain-containing proteins not elsewhere classified	K17919	1.0
04031 GTP-binding proteins	K07891	1.0
04031 GTP-binding proteins	K07876	1.0
04031 GTP-binding proteins	K07904	1.0
04131 Membrane trafficking	K12484	1.0
04144 Endocytosis	K19368	1.0
04147 Exosome	K10396	1.0
04131 Membrane trafficking	K12485	1.0
04131 Membrane trafficking	K12486	1.0
04131 Membrane trafficking	K05737	1.0
04131 Membrane trafficking	K12487	1.0
04131 Membrane trafficking	K12488	1.0
04147 Exosome	K12489	1.0
04131 Membrane trafficking	K18439	1.0
04131 Membrane trafficking	K18440	1.0
04131 Membrane trafficking	K12491	1.0
04131 Membrane trafficking	K12492	1.0
04131 Membrane trafficking	K12493	1.0
04131 Membrane trafficking	K12494	1.0
04131 Membrane trafficking	K12495	1.0
04131 Membrane trafficking	K18442	1.0
04131 Membrane trafficking	K18443	1.0
04031 GTP-binding proteins	K07938	1.0
04031 GTP-binding proteins	K07939	1.0
04031 GTP-binding proteins	K07940	1.0
04147 Exosome	K13813	1.0
04147 Exosome	K13882	1.0
04031 GTP-binding proteins	K07898	1.0
04131 Membrane trafficking	K13883	1.0
04147 Exosome	K10413	1.0
04812 Cytoskeleton proteins	K10414	1.0
04812 Cytoskeleton proteins	K10415	1.0
04812 Cytoskeleton proteins	K10416	1.0
04147 Exosome	K07374	1.0
04147 Exosome	K07375	1.0
04090 CD molecules	K06528	1.0
04091 Lectins	K10089	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K01365	1.0
03110 Chaperones and folding catalysts	K01368	1.0
04090 CD molecules	K06513	1.0
04090 CD molecules	K06498	1.0
04090 CD molecules	K06472	1.0
04090 CD molecules	K12560	1.0
04090 CD molecules	K16824	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06463	1.0
04131 Membrane trafficking	K01330	1.0
04091 Lectins	K10066	1.0
04091 Lectins	K10062	1.0
04091 Lectins	K03991	1.0
04091 Lectins	K10067	1.0
04091 Lectins	K10068	1.0
04090 CD molecules	K10169	1.0
04091 Lectins	K06560	1.0
04091 Lectins	K06563	1.0
04091 Lectins	K10074	1.0
04090 CD molecules	K06558	1.0
04131 Membrane trafficking	K13884	1.0
04091 Lectins	K08763	1.0
04147 Exosome	K13885	1.0
04131 Membrane trafficking	K08009	1.0
